Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
05-MAR-2024,22371.25,22416.9,22269.15,22356.3,296153036,29165.37
06-MAR-2024,22327.5,22497.2,22224.35,22474.05,312262560,31029.01
07-MAR-2024,22505.3,22525.65,22430,22493.55,379865142,33558.46
11-MAR-2024,22517.5,22526.6,22307.25,22332.65,277897373,27222.37
12-MAR-2024,22334.45,22452.55,22256,22335.7,299201167,29781.12
13-MAR-2024,22432.2,22446.75,21905.65,21997.7,493341697,40109.23
14-MAR-2024,21982.55,22204.6,21917.5,22146.65,426742460,37348.3
15-MAR-2024,22064.85,22120.9,21931.7,22023.35,661460455,60260.88
18-MAR-2024,21990.1,22123.7,21916.55,22055.7,356321519,23015.51
19-MAR-2024,21946.45,21978.3,21793.1,21817.45,344157465,30291.6
20-MAR-2024,21843.9,21930.9,21710.2,21839.1,312414696,28939.85
21-MAR-2024,21989.9,22080.95,21941.3,22011.95,353172434,31258.4
22-MAR-2024,21932.2,22180.7,21883.3,22096.75,388656439,39023.19
26-MAR-2024,21947.9,22073.2,21947.55,22004.7,328403719,33382.08
27-MAR-2024,22053.95,22193.6,22052.85,22123.65,409136866,38830.73
28-MAR-2024,22163.6,22516,22163.6,22326.9,407422815,45656.57
01-APR-2024,22455,22529.95,22427.75,22462,243637071,21420.69
02-APR-2024,22458.8,22497.6,22388.15,22453.3,289524237,27940.93
03-APR-2024,22385.7,22521.1,22346.5,22434.65,309647491,30793.28
04-APR-2024,22592.1,22619,22303.8,22514.65,400986156,40705.56
05-APR-2024,22486.4,22537.6,22427.6,22513.7,242244731,24797.82
08-APR-2024,22578.35,22697.3,22550.35,22666.3,227633561,22480.2
09-APR-2024,22765.1,22768.4,22612.25,22642.75,232356772,21651.69
10-APR-2024,22720.25,22775.7,22673.7,22753.8,276847931,25355.05
12-APR-2024,22677.4,22726.45,22503.75,22519.4,357187778,36456.91
15-APR-2024,22339.05,22427.45,22259.55,22272.5,355465814,29474.59
16-APR-2024,22125.3,22213.75,22079.45,22147.9,317267066,28661.04
18-APR-2024,22212.35,22326.5,21961.7,21995.85,456906707,43314.67
19-APR-2024,21861.5,22179.55,21777.65,22147,362530569,36073.63
22-APR-2024,22336.9,22375.65,22198.15,22336.4,279259571,26841.2
23-APR-2024,22447.05,22447.55,22349.45,22368,231520813,25651.64
24-APR-2024,22421.55,22476.45,22384,22402.4,235898642,21925.6
25-APR-2024,22316.9,22625.95,22305.25,22570.35,475044740,53803.8
26-APR-2024,22620.4,22620.4,22385.55,22419.95,329887340,36984.89
29-APR-2024,22475.55,22655.8,22441.9,22643.4,291957361,32431.45
30-APR-2024,22679.65,22783.35,22568.4,22604.85,361859375,38741.7
02-MAY-2024,22567.85,22710.5,22567.85,22648.2,445909456,43133.31
03-MAY-2024,22766.35,22794.7,22348.05,22475.85,438060727,44432.55
06-MAY-2024,22561.6,22588.8,22409.45,22442.7,320255789,33417.53
07-MAY-2024,22489.75,22499.05,22232.05,22302.5,297815469,31512.26
08-MAY-2024,22231.2,22368.65,22185.2,22302.5,277438692,29717.33
09-MAY-2024,22224.8,22307.75,21932.4,21957.5,331327454,37870.88
10-MAY-2024,21990.95,22131.3,21950.3,22055.2,265804411,28717.71
13-MAY-2024,22027.95,22131.65,21821.05,22104.05,278186886,29036.08
14-MAY-2024,22112.9,22270.05,22081.25,22217.85,230238941,23741.66
15-MAY-2024,22255.6,22297.55,22151.75,22200.55,231935478,23815.79
16-MAY-2024,22319.2,22432.25,22054.55,22403.85,368945092,38836.11
17-MAY-2024,22415.25,22502.15,22345.65,22466.1,242654570,27388.67
18-MAY-2024,22512.85,22520.25,22470.05,22502,19064566,1572.77
21-MAY-2024,22404.55,22591.1,22404.55,22529.05,347591587,30782.35
22-MAY-2024,22576.6,22629.5,22483.15,22597.8,290345590,28556.14
23-MAY-2024,22614.1,22993.6,22577.45,22967.65,369767547,39157.65
24-MAY-2024,22930.75,23026.4,22908,22957.1,261927120,27966.99
27-MAY-2024,23038.95,23110.8,22871.2,22932.45,260006078,27204.54
28-MAY-2024,22977.15,22998.55,22858.5,22888.15,217890750,23054.65
29-MAY-2024,22762.75,22825.5,22685.45,22704.7,269932784,27549.09
30-MAY-2024,22617.45,22705.75,22417,22488.65,373374457,32991.46
31-MAY-2024,22568.1,22653.75,22465.1,22530.7,572122639,67040.32
03-JUN-2024,23337.9,23338.7,23062.3,23263.9,569425569,56418.25
04-JUN-2024,23179.5,23179.5,21281.45,21884.5,1006105058,93786.44
05-JUN-2024,22128.35,22670.4,21791.95,22620.35,638487077,64326.85
06-JUN-2024,22798.6,22910.15,22642.6,22821.4,480413289,49047.39
07-JUN-2024,22821.85,23320.2,22789.05,23290.15,473554898,47621.54
10-JUN-2024,23319.15,23411.9,23227.15,23259.2,304392368,29060.4
11-JUN-2024,23283.75,23389.45,23206.65,23264.85,305185666,29190.91
12-JUN-2024,23344.45,23441.95,23295.95,23322.95,295630910,31795.48
13-JUN-2024,23480.95,23481.05,23353.9,23398.9,268279841,30151.67
14-JUN-2024,23464.95,23490.4,23334.25,23465.6,223086741,25746.34
18-JUN-2024,23570.8,23579.05,23499.7,23557.9,272207297,29389.75
19-JUN-2024,23629.85,23664,23412.9,23516,328811255,39430.39
20-JUN-2024,23586.15,23624,23442.6,23567,280336970,33390.07
21-JUN-2024,23661.15,23667.1,23398.2,23501.1,609877803,70062.97
24-JUN-2024,23382.3,23558.1,23350,23537.85,239358460,24862.37
25-JUN-2024,23577.1,23754.15,23562.05,23721.3,298111025,34263.36
26-JUN-2024,23723.1,23889.9,23670.45,23868.8,287824687,33979.62
27-JUN-2024,23881.55,24087.45,23805.4,24044.5,515227010,61216.71
28-JUN-2024,24085.9,24174,23985.8,24010.6,354779832,41242.87
01-JUL-2024,23992.95,24164,23992.7,24141.95,242468081,28204.06
02-JUL-2024,24228.75,24236.35,24056.4,24123.85,309629240,34838.65
03-JUL-2024,24291.75,24309.15,24207.1,24286.5,289201551,36661.17
04-JUL-2024,24369.95,24401,24281,24302.15,251189844,28466.6
05-JUL-2024,24213.35,24363,24168.85,24323.85,298381204,32052.48
08-JUL-2024,24329.45,24344.6,24240.55,24320.55,266299131,26356.03
09-JUL-2024,24351,24443.6,24331.9,24433.2,250537091,29361.08
10-JUL-2024,24459.85,24461.05,24141.8,24324.45,292263786,35358.54
11-JUL-2024,24396.55,24402.65,24193.75,24315.95,306404194,32115.44
12-JUL-2024,24387.95,24592.2,24331.15,24502.15,325823474,39565.33
15-JUL-2024,24587.6,24635.05,24522.75,24586.7,305395934,31593.04
16-JUL-2024,24615.9,24661.25,24587.65,24613,283212233,28668.71
18-JUL-2024,24543.8,24837.75,24504.45,24800.85,350924425,40477.17
19-JUL-2024,24853.8,24854.8,24508.15,24530.9,343772965,33588.08
22-JUL-2024,24445.75,24595.2,24362.3,24509.25,324190553,32496.23
23-JUL-2024,24568.9,24582.55,24074.2,24479.05,436408768,44921.42
24-JUL-2024,24444.95,24504.25,24307.25,24413.5,366616574,39538.11
25-JUL-2024,24230.95,24426.15,24210.8,24406.1,391821970,37853.62
26-JUL-2024,24423.35,24861.15,24410.9,24834.85,383826136,42118.36
29-JUL-2024,24943.3,24999.75,24774.6,24836.1,354966070,37102.92
30-JUL-2024,24839.4,24971.75,24798.65,24857.3,384989431,37576.58
31-JUL-2024,24886.7,24984.6,24856.5,24951.15,333646302,35411.32
01-AUG-2024,25030.95,25078.3,24956.4,25010.9,431313292,38822.9
02-AUG-2024,24789,24851.9,24686.85,24717.7,345027881,35368.54
05-AUG-2024,24302.85,24350.05,23893.7,24055.6,486994718,45066.65
06-AUG-2024,24189.85,24382.6,23960.4,23992.55,312339387,31553.65
07-AUG-2024,24289.4,24337.7,24184.9,24297.5,317564429,29738.85
08-AUG-2024,24248.55,24340.5,24079.7,24117,311875940,30858.18
09-AUG-2024,24386.85,24419.75,24311.2,24367.5,215129992,22339.19
12-AUG-2024,24320.05,24472.8,24212.1,24347,279925100,30311.85
13-AUG-2024,24342.35,24359.95,24116.5,24139,239727640,25459.58
14-AUG-2024,24184.4,24196.5,24099.7,24143.75,303254705,27834.61
16-AUG-2024,24334.85,24563.9,24204.5,24541.15,271611087,28521.9
19-AUG-2024,24636.35,24638.8,24522.95,24572.65,243645503,22124.41
20-AUG-2024,24648.9,24734.3,24607.2,24698.85,238318940,25478.73
21-AUG-2024,24680.55,24787.95,24654.5,24770.2,257114212,27404.63
22-AUG-2024,24863.4,24867.35,24784.45,24811.5,220345125,24227.03
23-AUG-2024,24845.4,24858.4,24771.65,24823.15,206800655,23134.22
26-AUG-2024,24906.1,25043.8,24874.7,25010.6,210266456,22166.86
27-AUG-2024,25024.8,25073.1,24973.65,25017.75,223346636,26695
28-AUG-2024,25030.8,25129.6,24964.65,25052.35,220419448,26994.19
29-AUG-2024,25035.3,25192.9,24998.5,25151.95,353993900,43221.73
30-AUG-2024,25249.7,25268.35,25199.4,25235.9,638166179,89554.91
02-SEP-2024,25333.6,25333.65,25235.5,25278.7,222815249,28187.71
03-SEP-2024,25313.4,25321.7,25235.8,25279.85,212131921,27276.14
04-SEP-2024,25089.95,25216,25083.8,25198.7,253788501,26293.35
05-SEP-2024,25250.5,25275.45,25127.75,25145.1,222242223,26272.38
06-SEP-2024,25093.7,25168.75,24801.3,24852.15,311671856,33001.17
09-SEP-2024,24823.4,24957.5,24753.15,24936.4,254367252,25180.28
10-SEP-2024,24999.4,25130.5,24896.8,25041.1,251274802,27846.31
11-SEP-2024,25034,25113.7,24885.15,24918.45,279229206,29395.73
12-SEP-2024,25059.65,25433.35,24941.45,25388.9,380069653,41747.91
13-SEP-2024,25430.45,25430.5,25292.45,25356.5,250781898,25530.69
16-SEP-2024,25406.65,25445.7,25336.2,25383.75,168694880,18705.01
17-SEP-2024,25416.9,25441.65,25352.25,25418.55,215956868,25280.83
18-SEP-2024,25402.4,25482.2,25285.55,25377.55,215727159,28832
19-SEP-2024,25487.05,25611.95,25376.05,25415.8,314461263,34389.27
20-SEP-2024,25525.95,25849.25,25426.6,25790.95,533067422,68915.27
23-SEP-2024,25872.55,25956,25847.35,25939.05,209187756,24825.74
24-SEP-2024,25921.45,26011.55,25886.85,25940.4,384115033,35573.63
25-SEP-2024,25899.45,26032.8,25871.35,26004.15,278540972,27868.08
26-SEP-2024,26005.4,26250.9,25998.4,26216.05,370895477,40838.36
27-SEP-2024,26248.25,26277.35,26151.4,26178.95,490332370,55420.63
30-SEP-2024,26061.3,26134.7,25794.1,25810.85,375370974,36028.06
01-OCT-2024,25788.45,25907.6,25739.2,25796.9,247423786,27473.29
03-OCT-2024,25452.85,25639.45,25230.3,25250.1,423395030,45689.5
04-OCT-2024,25181.9,25485.05,24966.8,25014.6,374914801,42719.71
07-OCT-2024,25084.1,25143,24694.35,24795.75,374345795,40550.24
08-OCT-2024,24832.2,25044,24756.8,25013.15,333220055,33493.36
09-OCT-2024,25065.8,25234.05,24947.7,24981.95,290562844,30877.63
10-OCT-2024,25067.05,25134.05,24979.4,24998.45,261364749,28046.45
11-OCT-2024,24985.3,25028.65,24920.05,24964.25,210462717,21734.97
14-OCT-2024,25023.45,25159.75,25017.5,25127.95,206423311,21270.9
15-OCT-2024,25186.3,25212.05,25008.15,25057.35,257228772,29113.88
16-OCT-2024,25008.55,25093.4,24908.45,24971.3,226774456,24115.83
17-OCT-2024,25027.4,25029.5,24728.9,24749.85,252755662,32606.34
18-OCT-2024,24664.95,24886.2,24567.65,24854.05,290855392,31772.76
21-OCT-2024,24956.15,24978.3,24679.6,24781.1,241978957,32207.22
22-OCT-2024,24798.65,24882,24445.8,24472.1,279484697,32801.59
23-OCT-2024,24378.15,24604.25,24378.1,24435.5,284556771,31928.1
24-OCT-2024,24412.7,24480.65,24341.2,24399.4,216686434,27817.66
25-OCT-2024,24418.05,24440.25,24073.9,24180.8,372642214,37068.91
28-OCT-2024,24251.1,24492.6,24134.9,24339.15,278562235,28136.06
29-OCT-2024,24328.85,24484.5,24140.85,24466.85,332044690,35579.48
30-OCT-2024,24371.45,24498.2,24307.3,24340.85,285196335,31068.7
31-OCT-2024,24349.85,24372.45,24172.6,24205.35,287007588,33403.89
01-NOV-2024,24302.75,24368.25,24280.2,24304.35,38811387,3348.45
04-NOV-2024,24315.75,24316.75,23816.15,23995.35,285531635,31561.52
05-NOV-2024,23916.5,24229.05,23842.75,24213.3,289511197,30074.77
06-NOV-2024,24308.75,24537.6,24204.05,24484.05,351082031,34108.84
07-NOV-2024,24489.6,24503.35,24179.05,24199.35,322185588,30971.89
08-NOV-2024,24207.7,24276.15,24066.65,24148.2,298725122,27670.3
11-NOV-2024,24087.25,24336.8,24004.6,24141.3,273370562,26600.28
12-NOV-2024,24225.8,24242,23839.15,23883.45,255825829,26852.73
13-NOV-2024,23822.45,23873.6,23509.6,23559.05,304569316,27765.81
14-NOV-2024,23542.15,23675.9,23484.15,23532.7,257708474,24814.37
18-NOV-2024,23605.3,23606.8,23350.4,23453.8,263311912,25257.33
19-NOV-2024,23529.55,23780.65,23464.8,23518.5,297477279,30486.78
21-NOV-2024,23488.45,23507.3,23263.15,23349.9,420332354,40900.89
22-NOV-2024,23411.8,23956.1,23359,23907.25,367562789,39257.52
25-NOV-2024,24253.55,24351.55,24135.45,24221.9,687172787,85975.81
26-NOV-2024,24343.3,24343.3,24125.4,24194.5,230691771,24140.67
27-NOV-2024,24204.8,24354.55,24145.65,24274.9,295011445,31149.09
28-NOV-2024,24274.15,24345.75,23873.35,23914.15,366745300,41198.27
29-NOV-2024,23927.15,24188.45,23927.15,24131.1,282104071,30509.98
02-DEC-2024,24140.85,24301.7,24008.65,24276.05,220384187,23162.75
03-DEC-2024,24367.5,24481.35,24280,24457.15,339470947,34228.3
04-DEC-2024,24488.75,24573.2,24366.3,24467.45,348003156,34639.78
05-DEC-2024,24539.15,24857.75,24295.55,24708.4,361469920,40471.33
06-DEC-2024,24729.45,24751.05,24620.5,24677.8,226731303,23904.13
09-DEC-2024,24633.9,24705,24580.05,24619,248139308,25099.79
10-DEC-2024,24652.65,24677.8,24510.65,24610.05,261048951,26093.38
11-DEC-2024,24620.5,24691.75,24583.85,24641.8,187252712,21592.23
12-DEC-2024,24604.45,24675.25,24527.95,24548.7,266051129,28235.17
13-DEC-2024,24498.35,24792.3,24180.8,24768.3,310080852,30429.73
16-DEC-2024,24753.4,24781.25,24601.75,24668.25,187551629,18608.23
17-DEC-2024,24584.8,24624.1,24303.45,24336,264881033,26765.16
18-DEC-2024,24297.95,24394.45,24149.85,24198.85,235346534,23315.92
19-DEC-2024,23877.15,24004.9,23870.3,23951.7,271128027,27815.23
20-DEC-2024,23960.7,24065.8,23537.35,23587.5,442714411,47084.68
23-DEC-2024,23738.2,23869.55,23647.2,23753.45,189758237,18243.28
24-DEC-2024,23769.1,23867.65,23685.15,23727.65,177664746,16010.71
26-DEC-2024,23775.8,23854.5,23653.6,23750.2,177681783,16695.1
27-DEC-2024,23801.4,23938.85,23800.6,23813.4,176821521,17164.99
30-DEC-2024,23796.9,23915.35,23599.3,23644.9,364929453,33823.95
31-DEC-2024,23560.6,23689.85,23460.45,23644.8,193627727,18646.79
01-JAN-2025,23637.65,23822.8,23562.8,23742.9,154921938,14266.26
02-JAN-2025,23783,24226.7,23751.55,24188.65,283200811,32237.25
03-JAN-2025,24196.4,24196.45,23976,24004.75,312279515,29411.99
06-JAN-2025,24045.8,24089.95,23551.9,23616.05,278061806,25853.64
07-JAN-2025,23679.9,23795.2,23637.8,23707.9,262337253,22485.65
08-JAN-2025,23746.65,23751.85,23496.15,23688.95,266375381,24718.54
09-JAN-2025,23674.75,23689.5,23503.05,23526.5,269239831,26793.85
10-JAN-2025,23551.9,23596.6,23344.35,23431.5,261022434,25017.6
13-JAN-2025,23195.4,23340.95,23047.25,23085.95,316481107,26890.37
14-JAN-2025,23165.9,23264.95,23134.15,23176.05,311235510,31174.05
15-JAN-2025,23250.45,23293.65,23146.45,23213.2,228039156,21587.78
16-JAN-2025,23377.25,23391.65,23272.05,23311.8,299416081,29784.82
17-JAN-2025,23277.1,23292.1,23100.35,23203.2,272945267,27040.78
20-JAN-2025,23290.4,23391.1,23170.65,23344.75,301455455,27333.97
21-JAN-2025,23421.65,23426.3,22976.85,23024.65,312871897,30106.72
22-JAN-2025,23099.15,23169.55,22981.3,23155.35,275951918,25462.05
23-JAN-2025,23128.3,23270.8,23090.65,23205.35,275558357,27723.78
24-JAN-2025,23183.9,23347.3,23050,23092.2,264336332,24412.46
27-JAN-2025,22940.15,23007.45,22786.9,22829.15,257372790,24202.41
28-JAN-2025,22960.45,23137.95,22857.65,22957.25,361868609,33221.8
29-JAN-2025,23026.75,23183.35,22976.5,23163.1,251208119,22307.38
30-JAN-2025,23169.5,23322.05,23139.2,23249.5,384687127,35252.87
31-JAN-2025,23296.75,23546.8,23277.4,23508.4,326919177,28638.01
01-FEB-2025,23528.6,23632.45,23318.3,23482.15,287703637,25741.04
03-FEB-2025,23319.35,23381.6,23222,23361.05,347241171,32019.13
04-FEB-2025,23509.9,23762.75,23423.15,23739.25,376742506,35974.3
05-FEB-2025,23801.75,23807.3,23680.45,23696.3,267014345,25806.44
06-FEB-2025,23761.95,23773.55,23556.25,23603.35,306978683,30885.59
07-FEB-2025,23649.5,23694.5,23443.2,23559.95,368092482,30042
10-FEB-2025,23543.8,23568.6,23316.3,23381.6,225529166,21254.72
11-FEB-2025,23383.55,23390.05,22986.65,23071.8,267969979,27191.96
12-FEB-2025,23050.8,23144.7,22798.35,23045.25,279656513,26989.94
13-FEB-2025,23055.75,23235.5,22992.2,23031.4,265706855,25218.86
14-FEB-2025,23096.45,23133.7,22774.85,22929.25,254479643,22049.89
17-FEB-2025,22809.9,22974.2,22725.45,22959.5,207393944,19809.44
18-FEB-2025,22963.65,22992.5,22801.5,22945.3,210616675,19431.37
19-FEB-2025,22847.25,23049.95,22814.85,22932.9,206999204,19817.93
20-FEB-2025,22821.1,22923.85,22812.75,22913.15,240836647,21303.88
21-FEB-2025,22857.2,22921,22720.3,22795.9,242753984,21994.37
24-FEB-2025,22609.35,22668.05,22518.8,22553.35,214317552,20772.95
25-FEB-2025,22516.45,22625.3,22513.9,22547.55,250279519,24917.83
27-FEB-2025,22568.95,22613.3,22508.4,22545.05,289230479,29775.64
28-FEB-2025,22433.4,22450.35,22104.85,22124.7,551285287,52745.2
03-MAR-2025,22194.55,22261.55,22004.7,22119.3,282399735,25942.05
04-MAR-2025,21974.45,22105.05,21964.6,22082.65,253260641,22979.56